2026-01-22 02:15:33,387 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 02:15:41,843 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 02:15:41,845 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 02:15:42,165 - story_sign - INFO - Connected to Gemini API
2026-01-22 02:17:24,115 - story_sign - INFO - Client disconnected
2026-01-22 02:27:29,530 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 02:28:41,155 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 02:28:41,158 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 02:28:41,856 - story_sign - INFO - Connected to Gemini API
2026-01-22 02:29:07,109 - story_sign - INFO - Client disconnected
2026-01-22 02:29:15,203 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 02:29:15,205 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 02:29:15,844 - story_sign - INFO - Connected to Gemini API
2026-01-22 02:30:36,488 - story_sign - INFO - Client disconnected
2026-01-22 02:30:36,587 - story_sign - ERROR - Error receiving from Gemini: Unexpected ASGI message 'websocket.send', after sending 'websocket.close' or response already completed.
2026-01-22 02:32:13,260 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 12:45:13,038 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 12:45:35,326 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 12:45:35,329 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 12:45:36,084 - story_sign - INFO - Connected to Gemini API
2026-01-22 12:47:48,995 - story_sign - INFO - Client disconnected
2026-01-22 12:57:40,625 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 12:57:44,812 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 12:57:44,813 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 12:57:45,483 - story_sign - INFO - Connected to Gemini API
2026-01-22 12:58:20,525 - story_sign - INFO - Client disconnected
2026-01-22 12:58:29,811 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 12:58:37,382 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 12:58:37,382 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 12:58:38,095 - story_sign - INFO - Connected to Gemini API
2026-01-22 13:00:14,646 - story_sign - INFO - Client disconnected
2026-01-22 13:25:55,164 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 13:27:22,514 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 13:27:22,521 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 13:27:22,862 - story_sign - INFO - Connected to Gemini API
2026-01-22 13:27:42,986 - story_sign - INFO - Client disconnected
2026-01-22 13:28:41,015 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 13:28:41,016 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 13:28:41,684 - story_sign - INFO - Connected to Gemini API
2026-01-22 13:29:21,154 - story_sign - INFO - Client disconnected
2026-01-22 13:29:50,948 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 13:29:50,949 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 13:29:51,598 - story_sign - INFO - Connected to Gemini API
2026-01-22 13:30:06,823 - story_sign - INFO - Client disconnected
2026-01-22 13:30:19,032 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 13:30:33,423 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 13:30:33,424 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 13:30:34,053 - story_sign - INFO - Connected to Gemini API
2026-01-22 13:31:49,872 - story_sign - INFO - Client disconnected
2026-01-22 15:51:51,909 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 15:52:46,928 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 15:52:46,933 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 15:52:47,788 - story_sign - INFO - Connected to Gemini API
2026-01-22 15:52:56,850 - story_sign - INFO - Client disconnected
2026-01-22 15:53:17,050 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 15:53:17,052 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 15:53:17,715 - story_sign - INFO - Connected to Gemini API
2026-01-22 15:54:00,071 - story_sign - INFO - Client disconnected
2026-01-22 16:10:01,914 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 16:10:22,265 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 16:10:22,267 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 16:10:22,965 - story_sign - INFO - Connected to Gemini API
2026-01-22 16:12:08,291 - story_sign - INFO - Client disconnected
2026-01-22 16:12:32,973 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 16:12:32,978 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 16:12:33,622 - story_sign - INFO - Connected to Gemini API
2026-01-22 16:13:58,201 - story_sign - INFO - Client disconnected
2026-01-22 16:14:38,639 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 16:14:38,643 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
2026-01-22 16:14:38,937 - story_sign - INFO - Connected to Gemini API
2026-01-22 16:15:51,753 - story_sign - INFO - Client disconnected
2026-01-22 16:18:49,801 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 16:19:00,820 - story_sign - INFO - Loaded GEMINI_API_KEY: AIza...DBxE
2026-01-22 16:19:27,466 - story_sign - INFO - Client connected in mode: RECONNECT
2026-01-22 16:19:27,468 - story_sign - INFO - Connecting to Gemini with model: gemini-2.0-flash-exp
